titulo,preco,bairro,area,quartos,banheiros,vagas,finalidade,fonte,link
"Viva com conforto, exclusividade e contato com a natureza!",1150000.0,Centro,276.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/viva-com-conforto-exclusividade-e-contato-com-a-natureza-1496938597
CASA ALTO PADRÃO NO BUONA VITA  4 QUARTOS | 230m²,1350000.0,Centro,230.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-alto-padrao-no-buona-vita-4-quartos-230m-1496899520
Casa de Alto Padrão no Condomínio Bonavita  Petrolina/PE,1150000.0,Centro,200.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-alto-padrao-no-condominio-bonavita-petrolina-pe-1496898651
Última oportunidade no Condomínio Sol Nascente  Área Central,950000.0,Centro,200.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/ultima-oportunidade-no-condominio-sol-nascente-area-central-1496893301
Casa á venda Loteamento Recife,298000.0,Loteamento Recife,70.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-loteamento-recife-1496788264
Térrea para venda com 120 metros quadrados com 3 quartos em Loteamento Recife - Petrolina ,390000.0,Loteamento Recife,120.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/terrea-para-venda-com-120-metros-quadrados-com-3-quartos-em-loteamento-recife-petrolina-1496735821
CASA PARA A VENDA - TRES QUARTOS - BAIRRO STELLA MARCIA,490000.0,,156.0,3,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-a-venda-tres-quartos-bairro-stella-marcia-1496707418
"Imagine acordar todo dia em um Apartamento sofisticado, conforto e vista incrível do São F",1700000.0,Centro,137.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imagine-acordar-todo-dia-em-um-apartamento-sofisticado-conforto-e-vista-incrivel-do-sao-f-1496688934
"**Condomínio Sol Nascente *, localizada na área central de Petrolina.",900000.0,Centro,200.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-sol-nascente-localizada-na-area-central-de-petrolina-1496191976
"Vende Casa 3 quartos, 1 suite e closet - Loteamento Vila Nova - Petrolina/PE.",525000.0,Loteamento Recife,129.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vende-casa-3-quartos-1-suite-e-closet-loteamento-vila-nova-petrolina-pe-1495765840
Apartamento à Venda no Edifício Gabriela  Centro de Petrolina,485000.0,Centro,102.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-no-edificio-gabriela-centro-de-petrolina-1495073151
CASA PARA VENDA - 03 QUARTOS - JOÃO DE DEUS,275000.0,Jardim Sao Paulo,74.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-03-quartos-joao-de-deus-1495004245
CASA PARA VENDA NO CONDOMINIO BUONA COM TRES QUARTOS,1100000.0,Boa Esperanca,134.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-no-condominio-buona-com-tres-quartos-1495004211
CASA PARA VENDA - 03 QUARTOS - CAMINHO DO SOL,990000.0,Caminho Do Sol,127.0,3,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-03-quartos-caminho-do-sol-1494684931
Indisponível.Apartamento,579000.0,Maria Auxiliadora,70.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/indisponivel-apartamento-1494680246
Casa no Bairro caminho do Sol,550000.0,Caminho Do Sol,112.0,2,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-bairro-caminho-do-sol-1494669635
"Apartamento à venda no Edf. Soraya, 3 quartos, planejados, Petrolina-PE",670000.0,Vila Moco,180.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-no-edf-soraya-3-quartos-planejados-petrolina-pe-1494364277
"Apartamento amplo em ótima localização, 3 quartos sendo uma suíte.",500000.0,Sao Jose,100.0,3,3,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-amplo-em-otima-localizacao-3-quartos-sendo-uma-suite-1494283607
"Casa Completa no Vila Eduardo: 3 Quartos, Área Gourmet e Espaço para Toda a Família!",900000.0,Vila Eduardo,180.0,3,3,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-completa-no-vila-eduardo-3-quartos-area-gourmet-e-espaco-para-toda-a-familia-1494283415
Apartamento a venda,350000.0,Sao Jose,83.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-1494283417
Condomínio Viva Vida,800000.0,Jatoba,400.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-viva-vida-1494185740
PORTAL DAS ÁGUAS | CASA 2 PAV | ENERGIA SOLAR 3 suítes + dependência,3200000.0,Centro,800.0,3,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/portal-das-aguas-casa-2-pav-energia-solar-3-suites-dependencia-1494062025
PORTAL DAS ÁGUAS | CASA 3 SUÍTES 320m² construída | Terreno 940m²,2500000.0,Centro,940.0,3,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/portal-das-aguas-casa-3-suites-320m-construida-terreno-940m-1494059811
**Oportunidade Imperdível: Sua Casa dos Sonhos no Condomínio Sol Nascente Orla!**,2100000.0,Centro,244.0,4,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/oportunidade-imperdivel-sua-casa-dos-sonhos-no-condominio-sol-nascente-orla-1494056977
Casas disponíveis no Vale do Grande Rio,245000.0,Vale Grande Rio,83.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casas-disponiveis-no-vale-do-grande-rio-1469773965
Casa Novo Tempo,160000.0,Pedra Linda,140.0,2,1,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-novo-tempo-1475092973
Casa no Condomínio Sol Nascente à Venda em Petrolina - Cidade Universitária,1200000.0,Centro,189.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-condominio-sol-nascente-a-venda-em-petrolina-cidade-universitaria-1482909442
Casa com 3 quartos para venda no Caminho do Sol - Petrolina/PE,520000.0,Caminho Do Sol,142.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-3-quartos-para-venda-no-caminho-do-sol-petrolina-pe-1492390302
Casa à venda no Loteamento Colina do Rio,580000.0,Distrito Industrial,200.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-loteamento-colina-do-rio-1492181337
Descubra o seu novo lar em um **apartamento espetacular no Monte Everest**!,2300000.0,Centro,192.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/descubra-o-seu-novo-lar-em-um-apartamento-espetacular-no-monte-everest-1491758071
Encante-se com esta belíssima casa localizada em um dos condomínios mais desejados de Petr,1150000.0,Centro,200.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/encante-se-com-esta-belissima-casa-localizada-em-um-dos-condominios-mais-desejados-de-petr-1491718073
CASA ALTO PADRÃO NO BUONA VITA | 3 SUÍTES + PISCINA,1150000.0,Centro,200.0,4,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-alto-padrao-no-buona-vita-3-suites-piscina-1491215110
CASA 02 PAVIMENTOS PARA VENDA - CAMINHO DO SOL,850000.0,Areia Branca,450.0,,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-02-pavimentos-para-venda-caminho-do-sol-1490996125
"Casa à venda no Cond. Alphaville, 4 Suítes, Gourmet, Piscina, Petrolina",1700000.0,Boa Esperanca,191.0,4,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-alphaville-4-suites-gourmet-piscina-petrolina-1490636010
Casa de Luxo à Venda na Orla de Petrolina com Piscina,1500000.0,Centro,200.0,4,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-luxo-a-venda-na-orla-de-petrolina-com-piscina-1490210819
"Casa de Luxo no Condomínio Eco Spa, Petrolina",1800000.0,Carneiro,231.0,5,4,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-luxo-no-condominio-eco-spa-petrolina-1490206404
Casa à venda com três quartos sendo uma suíte com closet em Petrolina,297000.0,Portal Da Cidade,156.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-com-tres-quartos-sendo-uma-suite-com-closet-em-petrolina-1075057547
"Casa á venda no Cond. Summerville, 4 quartos, gourmet, piscina, Petrolina",2150000.0,,278.0,1,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-summerville-4-quartos-gourmet-piscina-petrolina-1490046200
"Casa à venda no Cond. Alphaville, 3 suítes, piscina, gourmet, Petrolina-PE",1790000.0,Boa Esperanca,178.0,3,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-alphaville-3-suites-piscina-gourmet-petrolina-pe-1490046202
Casa em Condomínio à venda!,847000.0,Cohab Massangano,146430.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-condominio-a-venda-1489983621
Condomínio Morada Real,370000.0,Jatoba,65.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-morada-real-1489483839
Cosme e Damião,245000.0,Cosme E Damiao,70.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/cosme-e-damiao-1489483838
Casa à venda com 4 quartos no Condomínio Sol Nascente - Petrolina/PE,2200000.0,Cidade Universitaria,240.0,4,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-com-4-quartos-no-condominio-sol-nascente-petrolina-pe-1488766161
Casa à venda no Bairro Padre Cícero,440000.0,Cosme E Damiao,110.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-padre-cicero-1488410663
"Casa à venda no Bairro Ouro Preto, 3 quartos, Nascente, Petrolina",380000.0,Antonio Cassimiro,100.0,1,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-ouro-preto-3-quartos-nascente-petrolina-1488407038
APARTAMENTO Á VENDA NO CONDOMÍNIO MORADA NOVA.,220000.0,Antonio Cassimiro,53.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-no-condominio-morada-nova-1488262596
CASA DE ALTO PADRÃO - 03 SUITES - COND. ECO SPA,1500000.0,Carneiro,360.0,2,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-alto-padrao-03-suites-cond-eco-spa-1487848603
"Casa à venda, com 4 suítes, piscina, planejados no Alphaville Petrolina",2850000.0,Boa Esperanca,275.0,4,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-com-4-suites-piscina-planejados-no-alphaville-petrolina-1487680836
APARTAMENTO - CONDOMINIO PAULO COELHO - 02 QUARTOS,300000.0,Vila Moco,50.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-condominio-paulo-coelho-02-quartos-1487598484
"Casa á venda no Lot. Vila Nova I, 03 quartos sendo uma suíte, Petrolina-PE",260000.0,Loteamento Recife,69.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-lot-vila-nova-i-03-quartos-sendo-uma-suite-petrolina-pe-1487511952
"Casa à venda no Cond. Buona Vita, 4 suítes, gourmet, piscina, Petrolina-PE",1800000.0,Loteamento Recife,226.0,4,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-buona-vita-4-suites-gourmet-piscina-petrolina-pe-1487511968
Condominio Buona Vita,1150000.0,Loteamento Recife,153.0,3,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-buona-vita-1486645927
Casa à venda no Condomínio Encontro das Águas - Petrolina/PE,1100000.0,Sao Jose,221.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-condominio-encontro-das-aguas-petrolina-pe-1486538792
"Apartamento à venda com 2 vagas de garagem na Vila Mocó, Petrolina-PE. ",400000.0,Vila Moco,97.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-com-2-vagas-de-garagem-na-vila-moco-petrolina-pe-1480626690
CASA PARA VENDA NO LOT. PADRE CICERO COM 04 SUITES,1200000.0,Dom Avelar,400.0,,1,5,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-no-lot-padre-cicero-com-04-suites-1485816695
CASA 4/4 CONDOMINIO ALPHAVILLE,2500000.0,Centro,260.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-4-4-condominio-alphaville-1485690651
CASA PARA VENDA - EM LOTE DE 240 METROS - AVENIDA MONSENHOR,850000.0,,240.0,5,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-em-lote-de-240-metros-avenida-monsenhor-1485300764
Casa com 2 quartos a venda em rua asfaltada no Dom Avelar,279000.0,Antonio Cassimiro,80.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-2-quartos-a-venda-em-rua-asfaltada-no-dom-avelar-1165045167
DUPLEX PARA VENDA EM EXCELENTE LOCALIZAÇÃO - 03 QUARTOS - VILA EDUARDO,400000.0,Vila Eduardo,120.0,3,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/duplex-para-venda-em-excelente-localizacao-03-quartos-vila-eduardo-1483043497
CASA COM 03 QUARTOS PARA VENDA - VILA EDUARDO,600000.0,Vila Eduardo,161.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-03-quartos-para-venda-vila-eduardo-1482663223
CASA PARA VENDA - 03 QUARTOS - QUATI,300000.0,,130.0,3,1,5,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-03-quartos-quati-1482663228
CASA PARA VENDA - 03 QUARTOS - LOT. DOM AVELAR,295000.0,Dom Avelar,100.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-03-quartos-lot-dom-avelar-1482663237
CASA COM 02 PAVIMENTOS PARA VENDA - CIDADE UNIVERSITARIA -,1490000.0,Cidade Universitaria,312.0,4,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-02-pavimentos-para-venda-cidade-universitaria-1482508429
CASA PARA VENDA 04 QUARTOS - CONDOMINIO SOL NASCENTE III,1550000.0,Cidade Universitaria,200.0,2,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-04-quartos-condominio-sol-nascente-iii-1482508425
"Casa à venda no Bairro Padre Cicero, 3 quartos, Gourmet, Piscina, Petrolina-PE",500000.0,Dom Avelar,200.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-padre-cicero-3-quartos-gourmet-piscina-petrolina-pe-1482373845
"Casa à venda na Orla de Petrolina, 4 quartos, planejados",1050000.0,Atras Da Banca,210.0,2,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-na-orla-de-petrolina-4-quartos-planejados-1482372953
Condominio Sol Nacente,800000.0,Cidade Universitaria,140.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-sol-nacente-1481888631
Casa em condomínio à venda no Sol Nascente 3,1550000.0,Cidade Universitaria,280.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-condominio-a-venda-no-sol-nascente-3-1481457637
Casa à venda no Loteamento Parque Petrolina,240000.0,Topazio,112.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-loteamento-parque-petrolina-1481457631
Apartamento á venda no Condomínio Parque Jardim Colonial,249000.0,Maria Auxiliadora,63.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-no-condominio-parque-jardim-colonial-1481010373
Condomínio Valle dos Coqueiros,265000.0,Cohab Sao Francisco,54.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-valle-dos-coqueiros-1480882222
Edifício Monte Carlo,1850000.0,Atras Da Banca,185.0,4,5,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/edificio-monte-carlo-1480882072
"Casa à venda no Cond. Valle Petrolina, 3 quartos, gourmet, piscina, Petrolina.",750000.0,Cohab Sao Francisco,180.0,2,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-valle-petrolina-3-quartos-gourmet-piscina-petrolina-1480418480
"Casa à venda no Cond. Portal das Águas, 3 suítes com closet, lazer, Petrolina-PE",2690000.0,Centro,370.0,3,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-portal-das-aguas-3-suites-com-closet-lazer-petrolina-pe-1480418340
Vende-se casa nascente no Loteamento Boa Vista,265000.0,Henrique Leite,80.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vende-se-casa-nascente-no-loteamento-boa-vista-1480237505
"Casa com três quartos, sendo um uma suíte a venda no bairro Dom Avelar, em Petrolina.",280000.0,Dom Avelar,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-tres-quartos-sendo-um-uma-suite-a-venda-no-bairro-dom-avelar-em-petrolina-1480180225
Casa no condomínio Summerville | VENDA,2050000.0,Fernando Idalino,250.0,3,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-condominio-summerville-venda-1479371685
Apartamento Sofisticado com Varanda Gourmet e Vista Rio,1800000.0,Vila Eduardo,132.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-sofisticado-com-varanda-gourmet-e-vista-rio-1479371683
Apartamento à venda no Monte Guararapes,590000.0,Atras Da Banca,70.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-no-monte-guararapes-1479371692
CASA COM PISCINA À VENDA EM CONDOMÍNIO DE ALTO PADRÃO,1185000.0,Boa Esperanca,191.0,4,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-piscina-venda-em-condominio-de-alto-padrao-1478541797
Casa com 3 quartos a venda no bairro Stela Márcia,420000.0,Dom Avelar,110.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-3-quartos-a-venda-no-bairro-stela-marcia-1332319666
Entrada parcelada +20mil de desconto no Lot Assenco,215000.0,Portal Da Cidade,100.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/entrada-parcelada-20mil-de-desconto-no-lot-assenco-1477214837
Casa com 3 suítes para venda no Colinas do Rio - Petrolina/PE,650000.0,Sao Jose,147.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-3-suites-para-venda-no-colinas-do-rio-petrolina-pe-1476999001
"Casa à venda no bairro Vale do Grande Rio, 2 quartos, Petrolina",200000.0,Pedro Raimundo,63.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-vale-do-grande-rio-2-quartos-petrolina-1476912565
Apartamento no coração da cidade com 3 Quartos sendo 1 Suíte,640000.0,Centro,110.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-no-coracao-da-cidade-com-3-quartos-sendo-1-suite-1476912237
"Casa à venda no Lot. Vila Marília, 3 quartos, sendo 1 suíte, Petrolina-PE",240000.0,Ouro Preto,125.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-lot-vila-marilia-3-quartos-sendo-1-suite-petrolina-pe-1476588083
"Casa à venda no Bairro Dom Avelar, 3 quartos, sendo 1 suíte, Petrolina-PE",280000.0,Dom Avelar,73.0,2,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-dom-avelar-3-quartos-sendo-1-suite-petrolina-pe-1476588052
"Casa à venda no bairro Antônio Cassimiro, 3 quartos, gourmet, Petrolina-PE",500000.0,Antonio Cassimiro,115.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-antonio-cassimiro-3-quartos-gourmet-petrolina-pe-1476029023
"Casa nascente à venda no Bairro Antonio Cassimiro, 2 quartos, Petrolina-PE",240000.0,Antonio Cassimiro,100.0,2,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-nascente-a-venda-no-bairro-antonio-cassimiro-2-quartos-petrolina-pe-1476028605
"Casa à venda no Cond. Alphaville, 4 suítes, gourmet, piscina, Petrolina",2350000.0,Boa Esperanca,260.0,4,5,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-alphaville-4-suites-gourmet-piscina-petrolina-1475792616
"Casa à venda, Padre Cicero, 3 4, sendo um suíte PETROLINA - PE",460000.0,Dom Avelar,96.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-padre-cicero-3-4-sendo-um-suite-petrolina-pe-1475790533
FLATS NO VITAE PARA VENDA - CENTRO EMPRESARIAL MULTIUSO,415000.0,Vila Eduardo,23.0,1,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/flats-no-vitae-para-venda-centro-empresarial-multiuso-1475775770
Casa Moderna e Desocupada em Petrolina - Ótimo Preço!,295000.0,Cohab Massangano,74.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-moderna-e-desocupada-em-petrolina-otimo-preco-1475569305
